cell	UMI_per_cell	total_reads	total_mapped	gene_mapped	mapped_reads_per_UMI
WASP0008026	4518	143317	79266	36756	17.5444887118194
WASP0008027	1114	34396	16099	7228	14.451526032316
WASP0008028	1193	40691	16474	7321	13.8088851634535
WASP0008029	702	17636	9676	4488	13.7834757834758
WASP0008030	1470	41024	20144	9133	13.7034013605442
WASP0008031	602	16795	7620	3465	12.6578073089701
WASP0008032	573	14632	6560	3052	11.4485165794066
WASP0008034	1253	50349	17019	7563	13.5826017557861
WASP0008035	209	5050	1314	550	6.28708133971292
WASP0008036	738	19985	12678	6066	17.1788617886179
WASP0008037	2815	71647	45525	21402	16.1722912966252
WASP0008038	393	16399	3565	1658	9.07124681933842
WASP0008039	1151	32255	18453	8640	16.0321459600348
WASP0008040	960	22603	14354	6884	14.9520833333333
WASP0008041	664	18849	10689	4818	16.0978915662651
WASP0008042	1587	60104	21316	9504	13.4316320100819
WASP0008043	409	11175	5184	2406	12.6748166259169
WASP0008044	1423	55219	20911	9633	14.6950105411103
WASP0008045	905	23841	13386	6176	14.7911602209945
WASP0008046	985	22527	15913	7485	16.1553299492386
WASP0008048	485	11291	5915	2787	12.1958762886598
WASP0008049	560	12417	7485	3460	13.3660714285714
WASP0008050	704	15983	9556	4445	13.5738636363636
WASP0008051	274	11154	2682	1238	9.78832116788321
WASP0008052	1127	27937	20054	9504	17.7941437444543
WASP0008053	1740	45948	29615	14013	17.0201149425287
WASP0008054	484	11342	5315	2435	10.9814049586777
WASP0008055	1023	29085	17881	8408	17.4789833822092
WASP0008058	2381	82861	35353	16361	14.8479630407392
WASP0008059	1023	32337	13163	5817	12.8670576735093
WASP0008060	407	8463	6265	2969	15.3931203931204
WASP0008061	385	8167	3963	1817	10.2935064935065
WASP0008062	596	11150	11225	5451	18.8338926174497
WASP0008063	505	14677	6855	3124	13.5742574257426
WASP0008064	426	11938	4314	1907	10.1267605633803
WASP0008065	1148	34044	19149	8920	16.6803135888502
WASP0008066	402	11739	4767	2255	11.8582089552239
WASP0008068	325	10324	5035	2421	15.4923076923077
WASP0008069	344	7223	3955	1851	11.4970930232558
WASP0008070	392	10381	5884	2753	15.0102040816327
WASP0008071	1655	42525	24583	11519	14.8537764350453
WASP0008073	420	9615	4510	2139	10.7380952380952
WASP0008074	639	17660	7444	3458	11.6494522691706
WASP0008077	985	24342	14116	6735	14.3309644670051
WASP0008080	805	28144	10589	4772	13.1540372670807
WASP0008082	3114	93238	47293	21962	15.1872190109184
WASP0008083	618	15471	9245	4315	14.9595469255663
WASP0008084	651	17683	10222	4898	15.7019969278034
WASP0008085	217	6042	2584	1206	11.9078341013825
WASP0008086	861	20572	12149	5596	14.1103368176539
WASP0008087	1727	49199	27977	13119	16.1997683844818
WASP0008088	419	8847	6330	3058	15.1073985680191
WASP0008090	1093	26050	17933	8450	16.4071363220494
WASP0008091	694	16847	10513	4905	15.1484149855908
WASP0008094	1637	51519	27862	13078	17.0201588271228
WASP0008095	3104	134517	81382	37755	26.2184278350516
WASP0008096	219	4831	1720	782	7.85388127853881
WASP0008101	820	20403	13880	6485	16.9268292682927
WASP0008103	2213	70037	34771	15873	15.7121554450972
WASP0008104	301	5863	3263	1530	10.8405315614618
WASP0008105	958	27630	14716	6885	15.3611691022965
WASP0008106	996	30916	16278	7294	16.3433734939759
WASP0008108	1696	59614	28215	12817	16.6362028301887
WASP0008109	470	11082	6378	2983	13.5702127659574
WASP0008110	1218	34836	17334	7876	14.2315270935961
WASP0008112	1095	31061	18406	8652	16.8091324200913
WASP0008113	1017	32064	17991	8462	17.6902654867257
WASP0008114	1506	43633	19995	9342	13.2768924302789
WASP0008115	786	33492	5366	1935	6.82697201017812
WASP0008116	848	24506	12179	5658	14.3620283018868
WASP0008117	3619	123642	64030	29543	17.6927327991158
WASP0008118	1242	36850	19695	8862	15.8574879227053
WASP0008120	1331	39602	21945	10395	16.4876033057851
WASP0008121	679	20103	9188	4216	13.5316642120766
WASP0008122	817	24910	11797	5588	14.4394124847001
WASP0008123	7809	310085	129667	58285	16.6048149571008
WASP0008124	944	32287	10951	4814	11.6006355932203
WASP0008125	533	12891	6576	3088	12.3377110694184
WASP0008126	896	34286	12867	5916	14.3604910714286
WASP0008127	438	10319	6338	3004	14.4703196347032
WASP0008128	2007	73580	33275	15428	16.5794718485301
WASP0008129	363	7577	5839	2665	16.0853994490358
WASP0008130	1002	25974	16741	7863	16.7075848303393
WASP0008132	5698	205566	92143	41710	16.1711126711127
WASP0008133	2520	78392	41611	19196	16.5123015873016
WASP0008134	1819	57284	25694	11708	14.1253435953821
WASP0008136	958	26610	14594	6823	15.2338204592902
WASP0008138	2485	87920	42301	19277	17.0225352112676
WASP0008141	1852	57915	30552	14186	16.4967602591793
WASP0008142	1103	36321	15564	7068	14.1106074342702
WASP0008143	1668	49728	23820	10982	14.2805755395683
WASP0008144	4112	124884	73968	34856	17.988326848249
WASP0008145	261	8115	2196	978	8.41379310344828
WASP0008146	632	23298	9029	4155	14.2863924050633
WASP0008147	1833	56111	27698	12713	15.1107474086198
WASP0008148	1467	51728	22734	10098	15.4969325153374
WASP0008149	345	8614	4055	1917	11.7536231884058
WASP0008150	794	22488	16426	7898	20.6876574307305
WASP0008151	612	14391	8707	4155	14.2271241830065
WASP0008152	304	6584	3381	1579	11.1217105263158
WASP0008153	448	13541	5882	2759	13.1294642857143
WASP0008154	743	19413	13721	6493	18.4670255720054
WASP0008155	4279	294827	54754	21418	12.7959803692452
WASP0008158	1311	46879	18287	8295	13.9488939740656
WASP0008159	2016	63086	32485	15215	16.1135912698413
WASP0008161	1354	36670	21194	9947	15.6528803545052
WASP0008162	1376	39432	21549	10061	15.6606104651163
WASP0008163	1178	32310	19784	9223	16.7945670628183
WASP0008165	583	23033	8114	3639	13.917667238422
WASP0008166	439	12960	6409	2996	14.5990888382688
WASP0008167	2324	76827	37278	17311	16.0404475043029
WASP0008168	365	9061	5471	2605	14.9890410958904
WASP0008169	2387	71047	39802	18655	16.6744868035191
WASP0008170	2590	67857	47943	22765	18.5108108108108
WASP0008171	228	5658	1739	761	7.62719298245614
WASP0008172	339	8909	4213	1964	12.4277286135693
WASP0008175	1332	34152	22557	10599	16.9346846846847
WASP0008179	2134	62056	36566	17082	17.1349578256795
WASP0008180	945	27088	16100	7436	17.037037037037
WASP0008181	327	7931	4696	2194	14.3608562691132
WASP0008182	412	11193	4623	2162	11.2208737864078
WASP0008183	522	15328	6486	2973	12.4252873563218
WASP0008184	715	18662	11849	5645	16.572027972028
WASP0008186	1939	81368	27309	12002	14.0840639504899
WASP0008188	3635	110968	54438	25021	14.9760660247593
WASP0008189	407	14452	5805	2729	14.2628992628993
WASP0008191	1052	23213	15551	7353	14.782319391635
WASP0008192	709	21000	10366	4818	14.6205923836389
WASP0008194	578	12506	5942	2670	10.280276816609
WASP0008195	570	13981	5802	2635	10.1789473684211
WASP0008197	1072	27789	14785	6882	13.7919776119403
WASP0008198	400	8573	3405	1565	8.5125
WASP0008199	799	26257	8526	3873	10.6708385481852
WASP0008200	333	8088	3075	1451	9.23423423423423
WASP0008202	558	19045	7454	3368	13.3584229390681
WASP0008203	1239	36549	17220	8049	13.8983050847458
WASP0008204	625	22056	5475	2354	8.76
WASP0008205	746	17235	8363	3751	11.2104557640751
WASP0008206	533	11213	5311	2468	9.96435272045028
WASP0008207	913	27859	13962	6339	15.2924424972618
WASP0008208	2433	72903	36214	16747	14.8845047266749
WASP0008210	416	9821	4365	2017	10.4927884615385
WASP0008211	484	14356	5726	2586	11.8305785123967
WASP0008212	1010	26341	15772	7457	15.6158415841584
WASP0008213	3150	118310	46293	20626	14.6961904761905
WASP0008214	558	11630	6747	3165	12.0913978494624
WASP0008216	933	25514	11480	5274	12.3043944265809
WASP0008217	671	23109	8695	4043	12.9582712369598
WASP0008218	532	14658	6589	3031	12.3853383458647
WASP0008220	1535	42892	20351	9434	13.2579804560261
WASP0008222	3840	106331	53955	24906	14.05078125
WASP0008223	645	17354	6617	2984	10.2589147286822
WASP0008224	2155	53021	27791	12820	12.8960556844548
WASP0008225	325	5599	3194	1492	9.82769230769231
WASP0008226	448	11130	4706	2125	10.5044642857143
WASP0008227	887	21545	12637	5936	14.2468996617813
WASP0008229	1855	42539	27592	13004	14.8743935309973
WASP0008230	665	23255	7582	3465	11.4015037593985
WASP0008231	782	25290	10655	4913	13.6253196930946
WASP0008232	5357	115509	83949	39691	15.6708978906104
WASP0008234	217	4608	1138	503	5.24423963133641
WASP0008235	450	9923	5238	2438	11.64
WASP0008236	1953	50895	29080	13678	14.8899129544291
WASP0008237	2079	46455	33245	15689	15.990860990861
WASP0008238	408	8865	4885	2254	11.9730392156863
WASP0008239	622	15251	7464	3470	12
WASP0008240	370	8347	1998	854	5.4
WASP0008241	446	8558	4947	2320	11.0919282511211
WASP0008242	1542	40792	20368	9414	13.2088197146563
WASP0008243	1078	33633	14089	6487	13.069573283859
WASP0008244	191	4260	1377	623	7.20942408376963
WASP0008246	727	15931	9088	4171	12.5006877579092
WASP0008247	419	8848	4716	2231	11.255369928401
WASP0008248	2470	51651	35217	16726	14.2578947368421
WASP0008249	830	19132	12033	5717	14.4975903614458
WASP0008250	598	27144	6118	2731	10.2307692307692
WASP0008252	633	12104	7515	3567	11.8720379146919
WASP0008253	608	15903	8256	3738	13.5789473684211
WASP0008255	341	5143	3324	1555	9.74780058651026
WASP0008256	3155	96141	48972	22835	15.522028526149
WASP0008257	756	23673	11046	5212	14.6111111111111
WASP0008258	215	4570	1361	643	6.33023255813954
WASP0008261	345	5977	3278	1517	9.50144927536232
WASP0008262	311	7183	2815	1291	9.05144694533762
WASP0008263	363	7765	3624	1660	9.98347107438017
WASP0008264	530	11962	6712	3130	12.6641509433962
WASP0008265	1536	35640	31993	15229	20.8287760416667
WASP0008266	632	20222	6366	2842	10.0727848101266
WASP0008267	2152	60011	32102	14784	14.9172862453532
WASP0008269	1572	35110	22302	10484	14.1870229007634
WASP0008270	317	8203	2760	1202	8.70662460567823
WASP0008271	712	16240	9658	4539	13.564606741573
WASP0008272	637	22737	6985	3147	10.9654631083203
WASP0008273	2373	57378	33524	15511	14.1272650653182
WASP0008274	623	15801	8471	4026	13.5971107544141
WASP0008275	598	15115	5896	2697	9.85953177257525
WASP0008276	348	8831	2956	1370	8.49425287356322
WASP0008277	2590	53173	41470	19773	16.011583011583
WASP0008278	316	7513	3950	1831	12.5
WASP0008280	1045	22175	13391	6257	12.8143540669856
WASP0008281	771	16879	10135	4801	13.1452658884566
WASP0008282	2984	70852	56300	26629	18.8672922252011
WASP0008284	714	14817	9776	4625	13.6918767507003
WASP0008285	867	17023	11807	5515	13.6182237600923
WASP0008286	507	9518	6353	2969	12.5305719921105
WASP0008288	676	16127	9032	4234	13.3609467455621
WASP0008291	571	15904	6730	3074	11.7863397548161
WASP0008292	3101	106838	44971	20450	14.5020960980329
WASP0008293	10046	399985	231157	107953	23.0098546685248
WASP0008294	1038	26221	12571	5734	12.1107899807322
WASP0008295	329	6140	3014	1423	9.16109422492401
WASP0008296	701	14329	10716	5029	15.2867332382311
WASP0008297	965	25160	13784	6336	14.2839378238342
WASP0008298	1012	26500	12899	5867	12.74604743083
WASP0008299	4040	127524	52766	23771	13.0608910891089
WASP0008300	3644	122789	51210	23159	14.0532381997805
WASP0008301	238	5631	1371	630	5.76050420168067
WASP0008302	605	17440	7374	3349	12.1884297520661
WASP0008303	5987	211938	77481	35112	12.9415400033406
WASP0008305	1160	29186	15861	7389	13.673275862069
WASP0008306	4228	155378	59143	26715	13.9884105960265
WASP0008307	691	19000	8433	3889	12.2040520984081
WASP0008308	338	8507	3565	1696	10.5473372781065
WASP0008309	1553	51368	19659	8873	12.6587250482936
WASP0008310	3570	103743	48911	22337	13.7005602240896
WASP0008311	522	11396	6550	3115	12.5478927203065
WASP0008312	377	8743	4426	2058	11.7400530503979
WASP0008313	662	14460	7816	3661	11.8066465256798
WASP0008314	387	9124	3639	1650	9.4031007751938
WASP0008315	1544	42422	21247	9793	13.7610103626943
WASP0008316	7140	222664	109647	50613	15.3567226890756
WASP0008317	7332	262459	117276	52818	15.9950900163666
WASP0008318	3331	111034	47450	21626	14.244971480036
WASP0008319	1138	29920	14041	6465	12.3383128295255
WASP0008321	437	10416	4477	2044	10.2448512585812
WASP0008322	1612	38386	24819	11676	15.3964019851117
WASP0008323	1999	51057	27851	12941	13.9324662331166
WASP0008324	544	19601	4070	1643	7.48161764705882
WASP0008325	4255	109918	65672	30330	15.4340775558167
WASP0008326	549	12246	5792	2742	10.5500910746812
WASP0008327	361	7329	3176	1459	8.79778393351801
WASP0008328	2564	67775	37466	17600	14.6123244929797
WASP0008329	398	8924	4606	2067	11.572864321608
WASP0008330	1220	34592	16916	7834	13.8655737704918
WASP0008331	619	18019	7080	3199	11.437802907916
WASP0008332	347	9170	2807	1240	8.08933717579251
WASP0008333	838	25010	9075	4010	10.8293556085919
WASP0008335	3625	111999	50418	22952	13.9084137931035
WASP0008336	834	17077	10186	4724	12.2134292565947
WASP0008337	7542	288389	143642	65136	19.0456112437019
WASP0008338	570	24161	7821	3530	13.7210526315789
WASP0008339	682	17843	9586	4577	14.0557184750733
WASP0008340	408	14059	4134	1738	10.1323529411765
WASP0008342	2777	83336	37549	17183	13.5214259992798
WASP0008343	262	6297	2229	978	8.50763358778626
WASP0008345	894	23968	10436	4803	11.6733780760626
WASP0008346	1335	43257	18697	8645	14.0052434456929
WASP0008347	1562	47456	21821	10057	13.9699103713188
WASP0008349	3802	127205	62293	28615	16.3842714360863
WASP0008350	763	15698	11143	5153	14.6041939711664
WASP0008352	1410	28908	19486	9188	13.8198581560284
WASP0008353	1024	28359	12531	5799	12.2373046875
WASP0008354	721	34768	6684	2676	9.27045769764216
WASP0008355	827	19173	9308	4344	11.2551390568319
WASP0008358	516	20837	4546	1906	8.81007751937985
WASP0008359	343	7904	3547	1664	10.3411078717201
WASP0008361	445	11269	4163	1879	9.35505617977528
WASP0008362	894	26593	10584	4826	11.8389261744966
WASP0008364	3438	102241	53209	24488	15.4767306573589
WASP0008366	1065	26784	13118	5984	12.3173708920188
WASP0008367	616	15049	7521	3536	12.2094155844156
WASP0008368	771	17497	11844	5379	15.3618677042802
WASP0008369	590	14489	9103	4305	15.428813559322
WASP0008370	4301	111069	98640	47244	22.9342013485236
WASP0008371	614	14951	9043	4209	14.728013029316
WASP0008372	1341	30561	16684	7766	12.441461595824
WASP0008373	754	19839	9133	4193	12.1127320954907
WASP0008374	531	14528	5497	2568	10.3521657250471
WASP0008376	793	27054	11186	5090	14.1059268600252
WASP0008377	1050	18663	14421	6937	13.7342857142857
WASP0008379	237	4353	1787	829	7.54008438818565
WASP0008380	204	4806	1859	863	9.11274509803922
WASP0008381	500	16124	6457	3089	12.914
WASP0008382	1487	35816	21865	10444	14.7041022192334
WASP0008383	305	8574	3093	1456	10.1409836065574
WASP0008384	1635	33179	24416	11513	14.9333333333333
WASP0009001	1325	29717	15084	7121	11.3841509433962
WASP0009002	2973	60951	49799	24069	16.7504204507232
WASP0009004	817	14662	10497	5045	12.8482252141983
WASP0009005	1581	32092	21809	10357	13.7944339025933
WASP0009006	1498	38317	18198	8548	12.1481975967957
WASP0009007	1402	31766	20350	9548	14.5149786019971
WASP0009008	395	6673	4122	1978	10.4354430379747
WASP0009009	623	15524	6710	3221	10.7704654895666
WASP0009011	845	21648	10771	5140	12.7467455621302
WASP0009012	340	6195	2228	1028	6.55294117647059
WASP0009013	1070	25282	19582	9468	18.3009345794393
WASP0009014	1219	20698	15041	7187	12.3388022969647
WASP0009015	1081	24937	17046	8072	15.7687326549491
WASP0009016	425	8531	4415	2072	10.3882352941176
WASP0009017	282	3805	2694	1303	9.5531914893617
WASP0009018	633	10253	5748	2741	9.08056872037915
WASP0009019	416	7347	5111	2433	12.2860576923077
WASP0009020	1589	31127	24292	11604	15.2876022655758
WASP0009021	1165	40368	17142	8143	14.7141630901288
WASP0009022	802	24064	9677	4525	12.0660847880299
WASP0009023	751	13710	9717	4649	12.9387483355526
WASP0009024	622	13776	8121	3863	13.056270096463
WASP0009025	645	20672	8338	3919	12.9271317829457
WASP0009026	1807	39860	27506	13103	15.2219147758716
WASP0009027	366	5738	3600	1707	9.83606557377049
WASP0009029	496	9283	6407	3079	12.9173387096774
WASP0009030	738	11300	9205	4373	12.4728997289973
WASP0009031	760	13161	9063	4364	11.925
WASP0009033	649	11472	8588	4139	13.2326656394453
WASP0009034	740	13322	10568	5139	14.2810810810811
WASP0009035	772	15443	12858	6112	16.6554404145078
WASP0009036	327	7218	4373	2126	13.3730886850153
WASP0009037	432	6963	5267	2473	12.1921296296296
WASP0009038	1525	30351	21438	10259	14.0577049180328
WASP0009039	439	7032	5196	2525	11.8359908883827
WASP0009040	805	15238	10340	4914	12.8447204968944
WASP0009041	396	7254	5381	2596	13.5883838383838
WASP0009043	386	7117	3883	1839	10.059585492228
WASP0009045	387	6388	4914	2379	12.6976744186047
WASP0009046	812	14050	10092	4829	12.4285714285714
WASP0009047	323	4645	2910	1387	9.00928792569659
WASP0009049	1237	20301	16967	8264	13.7162489894907
WASP0009050	1674	27421	23968	11592	14.3178016726404
WASP0009051	697	15195	9644	4670	13.8364418938307
WASP0009052	666	12705	10131	4890	15.2117117117117
WASP0009053	1367	21097	21473	10399	15.7081199707388
WASP0009054	1261	19199	15763	7625	12.5003965107058
WASP0009055	480	6563	6217	3044	12.9520833333333
WASP0009057	373	8478	4830	2334	12.9490616621984
WASP0009058	406	11147	5360	2608	13.2019704433498
WASP0009059	436	7097	4437	2120	10.1766055045872
WASP0009061	491	8356	7119	3463	14.4989816700611
WASP0009063	293	4143	3673	1756	12.5358361774744
WASP0009064	1113	21339	17584	8494	15.7987421383648
WASP0009065	597	14758	8093	3912	13.5561139028476
WASP0009066	1729	30379	24766	11956	14.3238866396761
WASP0009067	341	4624	3830	1818	11.2316715542522
WASP0009068	1765	33786	26389	12733	14.9512747875354
WASP0009072	631	10943	7856	3802	12.4500792393027
WASP0009073	502	7820	6659	3242	13.2649402390438
WASP0009074	216	4336	2434	1174	11.2685185185185
WASP0009075	158	2895	1247	570	7.89240506329114
WASP0009076	275	4869	3365	1602	12.2363636363636
WASP0009078	417	7590	5663	2711	13.5803357314149
WASP0009081	1583	28761	25627	12456	16.1888818698673
WASP0009085	711	9875	10968	5305	15.4261603375527
WASP0009086	333	5309	4206	1998	12.6306306306306
WASP0009087	352	6067	4220	2054	11.9886363636364
WASP0009088	1317	20703	19821	9638	15.0501138952164
WASP0009090	1164	17569	21073	10313	18.1039518900344
WASP0009092	533	7203	6209	2981	11.6491557223265
WASP0009093	474	8483	6001	2914	12.6603375527426
WASP0009095	596	10844	9390	4535	15.755033557047
WASP0009097	421	9739	5670	2710	13.4679334916865
WASP0009098	437	8788	6474	3052	14.8146453089245
WASP0009099	1854	49715	24574	11519	13.2545846817691
WASP0009100	5639	129464	86881	41351	15.4071643908494
WASP0009102	1291	27861	19581	9305	15.1673121611154
WASP0009104	184	3282	1328	617	7.21739130434783
WASP0009105	999	19674	14719	7089	14.7337337337337
WASP0009106	528	9943	5173	2430	9.79734848484848
WASP0009107	663	16792	7425	3460	11.1990950226244
WASP0009109	1848	45778	26002	12283	14.0703463203463
WASP0009110	485	8321	4976	2386	10.259793814433
WASP0009111	741	16005	9583	4426	12.9325236167341
WASP0009112	959	18445	13257	6350	13.8237747653806
WASP0009113	367	8296	3651	1770	9.94822888283379
WASP0009114	2676	61735	38356	18377	14.3333333333333
WASP0009115	948	18340	12820	6140	13.5232067510549
WASP0009116	511	9468	6123	2914	11.9823874755382
WASP0009117	380	7043	3576	1698	9.41052631578947
WASP0009118	251	4158	2092	972	8.33466135458167
WASP0009121	921	17971	13907	6571	15.099891422367
